"R0000100","R0532200","R0536300","R0536402","R0552200","R0690800","R0691200","R1482600","S1249300","T1067500","T3162503","T9110400","U3572700","U4370902","U4370904","U4370905","Z9073400","Z9149100"
323,0,1,1980,1,-4,-4,4,0,0,1,0,3,0,0,1,-4,1
324,1,1,1980,-4,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
325,0,1,1984,-4,-4,-4,4,0,0,4,0,-5,-5,-5,-5,-4,0
326,1,2,1980,1,-4,-4,4,0,0,3,0,-5,-5,-5,-5,-4,0
327,1,2,1983,-4,-4,-4,4,0,0,6,0,6,0,0,0,-4,1
328,1,1,1984,1,-4,0,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
329,1,1,1984,-4,-4,-4,4,1,0,3,-5,5,-1,-1,-1,-4,0
330,1,1,1982,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
331,1,2,1980,1,-4,-4,4,-5,0,7,0,5,0,0,0,1,3
332,0,1,1980,1,-4,-4,4,1,0,5,0,6,0,2,0,-4,0
333,0,2,1982,1,-4,-4,4,0,0,7,0,8,0,0,0,-4,1
334,0,2,1984,1,0,-4,4,1,0,3,0,5,0,0,0,-4,1
335,1,2,1980,-4,-4,-4,4,0,-5,-5,0,5,1,1,1,-4,1
336,1,1,1982,1,-4,-4,1,0,0,3,0,8,0,3,0,-4,1
337,1,1,1983,1,-4,0,4,0,0,4,0,5,1,3,2,-4,1
338,1,2,1981,16,-4,-4,4,0,0,-5,0,6,0,0,0,-4,1
339,1,2,1981,1,-4,-4,4,0,0,5,0,5,0,0,0,-4,0
340,1,1,1981,22,-4,-4,4,0,0,4,0,6,0,0,0,-4,0
341,1,1,1983,-4,-4,-4,4,0,0,2,0,5,0,1,0,-4,0
342,0,1,1982,-4,-4,-4,4,0,0,4,1,2,0,0,0,3,0
343,0,1,1984,-4,-4,-4,4,-2,0,3,-2,2,0,0,0,-4,0
344,0,1,1984,-4,-4,-4,4,0,-2,4,1,3,0,0,0,-4,0
345,0,1,1984,-4,-4,-4,4,-2,0,6,0,2,1,1,1,1,3
346,0,1,1984,1,-4,0,2,0,-5,7,0,3,0,0,0,1,3
347,1,1,1981,1,-4,-4,2,0,0,1,-5,3,1,0,1,-4,0
348,1,1,1983,1,-4,1,2,0,0,1,-5,3,0,0,0,-4,1
349,1,1,1984,1,-4,1,2,0,0,3,-5,3,1,0,1,-4,0
350,1,1,1984,2,-4,0,4,0,-5,4,0,3,0,0,0,-4,1
351,1,2,1981,1,-4,-4,2,0,-5,5,0,-5,-5,-5,-5,1,1
352,1,2,1981,1,-4,-4,2,-5,-5,-5,-5,3,0,2,1,-4,0
353,1,2,1982,1,-4,-4,2,0,-5,-5,-5,1,1,1,1,1,1
354,1,2,1982,1,-4,-4,2,0,0,3,0,3,0,3,2,-4,1
355,1,2,1980,1,-4,-4,2,0,0,1,0,3,2,2,2,1,1
356,1,2,1982,1,-4,-4,2,0,0,3,1,3,0,0,0,-4,0
357,1,1,1981,1,-4,-4,2,0,0,1,0,3,0,0,0,-4,1
358,1,1,1983,1,-4,0,2,0,0,1,0,4,0,0,1,-4,1
359,1,2,1983,1,0,-4,2,0,0,6,0,3,0,0,0,1,3
360,0,1,1984,-4,-4,-4,2,0,-5,-5,0,5,0,0,0,-4,1
361,0,1,1980,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
362,1,2,1981,1,-4,-4,2,0,0,1,0,3,0,1,0,1,3
363,1,2,1983,1,1,-4,2,0,0,1,0,3,0,1,0,-4,1
364,0,2,1984,1,1,-4,2,0,0,-5,-5,-5,-5,-5,-5,-4,0
365,0,2,1982,1,-4,-4,2,0,0,6,0,-5,-5,-5,-5,1,3
366,1,2,1980,-4,-4,-4,2,0,0,5,0,5,0,0,0,-4,1
367,1,1,1981,-4,-4,-4,2,0,0,2,0,4,0,0,0,-4,0
368,1,2,1981,1,-4,-4,2,0,0,6,0,3,0,1,1,-4,1
369,1,1,1984,1,-4,1,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
370,0,1,1981,1,-4,-4,2,0,-5,-5,0,1,0,0,0,1,3
371,0,2,1982,1,-4,-4,2,-5,-2,3,0,-5,-5,-5,-5,1,1
372,0,1,1983,-4,-4,-4,2,0,0,3,0,-5,-5,-5,-5,-4,0
373,0,2,1984,25,-4,-4,2,0,1,6,0,4,0,3,0,1,3
374,0,2,1981,1,-4,-4,4,0,0,5,-5,3,3,3,3,-4,1
375,0,1,1982,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
376,1,1,1981,1,-4,-4,1,0,0,3,0,5,0,0,0,-4,1
377,0,2,1984,2,0,-4,1,0,-5,2,0,3,0,0,0,-4,0
378,1,1,1984,1,-4,0,1,0,0,5,0,3,0,0,0,-4,1
379,1,2,1980,1,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
380,0,1,1983,13,-4,0,4,-5,-5,5,-5,-5,-5,-5,-5,-4,0
381,0,1,1980,1,-4,1,2,-5,0,-5,-5,-5,-5,-5,-5,-4,0
382,0,2,1980,-4,-4,-4,4,0,0,6,0,5,0,0,0,1,1
383,0,2,1984,1,0,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
384,1,1,1983,1,-4,0,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
385,1,1,1981,1,-4,-4,2,0,0,6,0,1,3,1,1,-4,0
386,0,1,1980,1,-4,-4,2,0,0,7,0,4,0,1,0,-4,1
387,0,2,1983,1,0,-4,2,0,0,6,0,2,0,0,0,-4,1
388,0,2,1982,-4,-4,-4,2,0,-5,6,-5,1,1,1,0,-4,1
389,1,2,1981,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
390,0,2,1983,1,1,-4,4,0,0,4,0,3,2,0,3,-4,1
391,1,1,1980,-4,-4,-4,4,-5,0,4,0,6,0,0,0,-4,1
392,1,1,1980,1,-4,1,2,0,0,1,0,5,0,3,0,-4,1
393,0,1,1983,-4,-4,-4,2,0,0,7,0,3,2,0,1,-4,0
394,1,1,1984,-4,-4,-4,2,0,0,2,0,5,0,0,0,-4,1
395,1,1,1984,5,-4,0,4,0,0,2,0,3,0,0,0,-4,0
396,1,1,1983,1,-4,0,4,0,0,1,0,5,0,1,0,1,1
397,1,1,1982,13,-4,-4,2,0,0,-5,0,2,0,2,0,-4,0
398,1,1,1980,-4,-4,-4,2,0,0,2,1,5,0,3,0,-4,0
399,1,1,1980,26,-4,-4,3,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
400,1,2,1982,26,-4,-4,3,-5,-5,-5,-5,5,0,1,0,-4,1
401,0,1,1984,1,-4,0,4,0,0,4,0,3,0,0,0,-4,1
402,0,2,1984,-4,-4,-4,4,0,0,4,0,3,0,2,0,-4,0
403,0,2,1984,2,0,-4,1,1,1,2,0,3,1,3,3,1,3
404,1,1,1980,18,-4,-4,4,0,0,1,0,-5,-5,-5,-5,-4,1
405,1,1,1981,18,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,1
406,1,2,1983,18,0,-4,4,0,0,-5,-5,-5,-5,-5,-5,-4,0
407,0,2,1981,1,0,-4,2,0,0,2,0,3,0,0,0,-4,1
408,0,1,1980,2,-4,-4,1,0,0,3,0,3,0,0,0,-4,0
409,1,2,1980,2,-4,-4,1,0,0,4,0,3,3,2,3,-4,0
410,0,1,1980,1,-4,-4,2,0,0,3,0,-5,-5,-5,-5,-4,0
411,1,2,1980,-4,-4,-4,2,0,0,1,0,3,0,1,0,-4,1
412,1,1,1982,-4,-4,-4,2,0,0,2,0,8,0,1,1,-4,0
413,0,1,1980,-4,-4,-4,1,0,0,4,0,3,0,0,0,-4,0
414,0,2,1980,2,-4,-4,1,-5,0,6,0,3,1,3,3,-4,0
415,1,2,1981,17,-4,-4,4,0,0,5,0,5,0,3,0,-4,0
416,1,2,1980,22,-4,-4,4,0,0,3,0,8,0,0,0,-4,1
417,0,2,1983,15,1,-4,4,0,0,5,-5,5,0,0,0,-4,1
418,1,1,1983,1,-4,0,4,1,-5,-5,-5,6,0,0,0,-4,1
419,1,1,1984,4,-4,2,4,0,0,2,0,-5,-5,-5,-5,-4,0
420,0,1,1980,3,-4,-4,4,0,0,5,0,6,0,1,0,-4,1
421,1,1,1982,1,-4,1,4,0,0,5,-5,3,1,1,1,-4,1
422,0,1,1981,15,-4,1,3,0,0,3,0,5,0,1,0,-4,0
423,0,2,1984,15,1,-4,3,0,0,7,0,4,1,3,1,1,1
424,1,2,1984,1,0,-4,2,0,0,4,0,5,0,0,0,-4,0
425,1,2,1982,1,-4,-4,4,0,0,4,0,6,1,1,0,-4,1
426,1,2,1980,1,-4,-4,2,0,0,7,0,3,2,1,1,-4,0
427,1,1,1981,1,-4,-4,2,0,-5,-5,0,3,0,0,0,-4,0
428,1,2,1984,-4,-4,-4,2,0,0,-5,-5,3,0,0,0,1,3
429,1,1,1981,1,-4,-4,4,0,1,4,0,1,0,3,1,-4,0
430,1,1,1983,17,-4,0,4,0,0,2,-5,-5,-5,-5,-5,-4,0
431,0,2,1984,1,0,-4,2,0,0,-5,-5,-5,-5,-5,-5,-4,0
432,0,1,1981,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,0
433,0,2,1984,1,1,-4,2,-5,0,6,0,4,0,2,0,-4,0
434,0,1,1982,1,-4,-4,4,0,-5,2,0,3,0,0,0,-4,0
435,0,2,1981,1,-4,-4,2,-5,0,1,0,-5,-5,-5,-5,-4,1
436,1,2,1982,1,-4,-4,2,-5,0,5,0,-5,-5,-5,-5,-4,1
437,1,2,1981,12,-4,-4,2,0,0,5,0,3,0,0,0,-4,1
438,1,1,1983,12,-4,0,2,0,0,3,0,3,0,0,0,1,3
439,1,2,1984,12,0,-4,2,0,0,4,0,1,1,0,0,-4,1
440,1,1,1980,1,-4,-4,2,0,0,2,0,3,0,1,0,3,1
441,1,1,1982,1,-4,-4,2,0,0,2,0,1,0,0,0,1,1
442,1,2,1981,-4,-4,-4,2,0,-5,3,1,-5,-5,-5,-5,-4,1
443,1,1,1980,1,-4,-4,2,0,0,1,0,3,0,0,0,3,3
444,1,2,1982,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,0
445,0,1,1981,-4,-4,-4,2,0,0,7,0,5,1,0,0,-4,0
446,0,1,1983,-4,-4,-4,2,0,0,4,0,4,0,2,0,1,3
447,1,2,1983,1,0,-4,2,0,0,5,0,3,1,3,3,-4,0
448,1,2,1983,1,0,-4,2,0,0,5,0,3,0,0,0,-4,0
449,1,2,1984,1,0,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
450,1,2,1980,1,-4,-4,2,0,0,5,0,3,2,3,2,1,3
451,1,1,1983,1,-4,0,2,0,0,4,0,2,0,0,0,1,3
452,0,2,1981,13,-4,-4,2,-5,0,7,0,1,-2,-2,-2,1,2
453,0,2,1982,13,-4,-4,2,-5,0,1,0,1,0,0,0,-4,1
454,0,1,1982,1,-4,-4,2,0,0,2,0,-5,-5,-5,-5,-4,0
455,1,1,1984,1,-4,0,2,0,0,2,-5,3,0,0,0,-4,1
456,0,1,1983,1,-4,1,2,0,0,2,0,6,0,0,0,-4,1
457,0,1,1980,-4,-4,-4,2,0,0,6,0,3,0,0,0,1,3
458,1,1,1982,-4,-4,-4,2,0,0,2,0,4,0,0,0,-4,1
459,1,2,1983,1,0,-4,2,0,0,1,0,4,-1,-1,-1,-4,0
460,1,2,1981,1,-4,-4,2,0,0,7,0,3,0,0,0,-4,0
461,1,2,1983,1,0,-4,2,0,0,4,0,2,0,0,0,-4,0
462,0,2,1981,1,-4,-4,2,0,-2,7,0,3,0,3,0,-4,1
463,0,1,1982,1,-4,-4,2,0,0,5,0,3,0,0,0,-4,2
464,0,2,1981,1,-4,-4,2,0,0,3,0,3,0,0,0,-4,1
465,0,2,1984,1,0,-4,2,0,0,2,0,3,0,0,0,1,3
466,0,1,1983,-4,-4,-4,2,0,0,2,0,2,0,2,0,-4,1
467,1,2,1984,1,0,-4,2,0,0,2,0,3,0,3,0,-4,1
468,0,2,1981,1,-4,-4,2,0,0,6,0,3,0,0,0,-4,1
469,1,2,1982,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,1
470,0,2,1981,-4,-4,-4,2,0,0,6,0,3,2,1,1,-4,0
471,1,1,1980,1,-4,-4,2,0,0,3,0,1,0,0,0,-4,0
472,1,2,1983,1,0,-4,2,0,0,3,0,5,0,0,0,-4,0
473,0,2,1982,1,-4,-4,2,-5,0,2,0,1,0,0,0,-4,1
474,1,2,1984,-4,-4,-4,2,0,0,3,0,3,0,0,0,-4,1
475,0,1,1981,13,-4,-4,2,0,0,4,0,3,2,2,2,-4,1
476,0,1,1982,-4,-4,-4,1,1,0,2,0,5,0,1,0,1,3
477,0,2,1982,-4,-4,-4,2,0,0,2,0,4,0,2,0,-4,1
478,1,2,1983,1,0,-4,4,0,0,5,0,5,0,0,0,-4,1
479,1,2,1982,-4,-4,-4,2,0,0,5,0,3,0,0,0,-4,1
480,0,2,1980,1,-4,-4,2,0,0,2,0,3,0,3,0,-4,0
481,0,1,1984,1,-4,0,2,0,0,1,0,2,0,1,0,-4,0
482,0,1,1983,1,-4,0,1,0,0,3,0,4,0,0,0,-4,0
483,0,1,1980,1,-4,-4,2,0,0,5,0,8,0,1,0,-4,1
484,0,2,1982,1,-4,-4,2,0,0,5,0,6,0,0,1,-4,1
485,0,1,1982,-4,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
486,1,2,1980,1,-4,-4,4,0,0,2,-5,-5,-5,-5,-5,-4,1
487,1,1,1984,1,-4,1,4,0,0,3,0,6,0,0,0,-4,1
488,0,2,1982,4,-4,-4,4,0,0,1,0,3,0,0,0,-4,1
489,0,2,1982,2,-4,-4,4,0,-5,2,-5,-5,-5,-5,-5,-4,1
490,1,1,1982,4,-4,-4,3,0,0,2,0,5,0,2,0,-4,1
491,1,1,1984,4,-4,0,3,-5,-5,-5,-5,5,0,0,0,-4,0
492,1,2,1983,-4,-4,-4,4,0,0,4,0,6,0,0,0,-4,1
493,1,1,1981,-4,-4,-4,4,-5,-5,-5,0,-5,-5,-5,-5,-4,0
494,1,2,1983,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
495,1,1,1984,-4,-4,-4,2,-5,-5,-5,-5,4,0,0,0,-4,1
496,1,1,1984,-4,-4,-4,2,1,0,2,0,6,0,1,0,-4,1
497,1,2,1981,1,0,-4,3,0,-5,-5,-5,-5,-5,-5,-5,-4,1
498,1,2,1980,5,0,-4,4,0,0,4,0,6,0,0,0,-4,1
499,0,2,1982,1,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
500,0,1,1982,1,-4,-4,4,-5,-5,-5,-5,3,0,0,0,-4,0
501,0,1,1982,1,-4,-4,4,-5,-5,-5,-5,3,0,0,0,-4,0
502,0,1,1983,1,-4,0,4,-5,-5,-5,-5,3,0,0,0,-4,0
503,1,1,1981,1,-4,1,4,0,0,4,0,6,3,3,1,-4,1
504,0,2,1984,1,0,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
505,1,1,1984,14,-4,1,2,0,-5,5,-5,-5,-5,-5,-5,-4,0
506,0,1,1982,3,-4,-4,4,-5,-5,-5,-5,5,0,0,0,-4,0
507,1,2,1984,-4,-4,-4,4,0,0,6,0,3,0,0,0,-4,2
508,1,1,1981,1,-4,-4,2,0,0,5,0,1,1,1,1,1,3
509,0,2,1984,2,0,-4,1,0,0,2,0,7,0,0,0,-4,1
510,0,1,1980,1,-4,-4,2,0,0,6,-5,2,0,0,0,-4,0
511,1,1,1980,-4,-4,-4,2,0,0,5,0,3,0,0,0,-4,1
512,1,2,1981,1,-4,-4,2,0,1,3,0,1,3,3,3,1,3
513,1,1,1982,1,-4,-4,2,0,0,5,1,1,0,0,0,-4,2
514,1,2,1981,1,-4,-4,2,-5,0,3,-5,3,0,2,2,-4,1
515,0,2,1983,1,0,-4,2,0,0,7,0,3,0,1,0,-4,0
516,0,1,1983,1,-4,0,2,0,0,1,0,1,0,0,0,-4,0
517,1,1,1981,-4,-4,-4,2,0,0,7,0,3,0,0,0,-4,1
518,1,2,1983,-4,-4,-4,2,0,0,3,0,3,0,0,0,1,3
519,0,2,1980,-4,-4,-4,2,1,0,4,0,3,0,0,0,-4,1
520,0,1,1981,-4,-4,-4,2,0,0,3,0,3,0,0,0,-4,0
521,0,1,1983,-4,-4,-4,2,0,0,5,0,1,0,0,0,-4,2
522,0,1,1983,1,-4,0,2,0,0,3,0,1,0,0,0,-4,0
523,0,2,1980,4,-4,-4,4,0,0,6,0,1,3,3,3,-4,0
524,1,1,1981,-4,-4,-4,2,0,0,3,0,5,0,0,2,3,1
525,1,1,1982,1,-4,-4,2,0,0,5,0,3,0,1,1,-4,1
526,1,1,1983,1,-4,1,2,0,0,-5,0,1,0,0,0,-4,0
527,1,1,1981,13,-4,-4,4,0,0,3,0,5,3,1,1,-4,0
528,0,2,1982,2,-4,-4,4,0,0,1,0,4,0,0,0,-4,1
529,0,2,1982,1,-4,-4,2,1,0,2,0,6,0,3,0,-4,1
530,1,2,1982,13,-4,-4,4,0,0,3,0,5,0,1,0,-4,0
531,1,2,1980,-4,-4,-4,2,0,-5,-5,-5,3,0,0,0,-4,0
532,1,2,1983,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
533,1,2,1983,-4,-4,-4,4,0,0,6,-5,-5,-5,-5,-5,-4,0
534,0,2,1981,-4,-4,-4,2,0,0,-5,0,4,1,3,1,-4,1
535,1,2,1980,-4,-4,-4,4,0,0,2,0,6,0,0,0,-4,0
536,1,1,1982,-4,-4,-4,2,0,0,1,0,4,0,2,0,-4,0
537,0,1,1982,1,-4,-4,4,0,0,3,0,3,0,0,0,1,1
538,0,2,1983,1,1,-4,4,0,0,1,0,3,0,0,0,-4,0
539,0,1,1980,8,-4,-4,2,0,-5,-5,-5,6,0,1,0,-4,1
540,0,2,1982,8,-4,-4,2,0,0,-5,0,4,0,3,0,1,4
541,1,2,1982,-4,-4,-4,2,0,-5,-5,-5,5,3,3,3,1,3
542,1,2,1984,2,0,-4,1,0,0,2,0,5,0,0,0,-4,1
543,0,1,1983,6,-4,1,2,0,0,1,0,3,0,0,1,-4,1
544,0,1,1981,1,-4,-4,4,0,0,6,0,6,0,0,0,-4,1
545,0,1,1981,-4,-4,-4,1,0,0,1,-5,3,0,0,0,-4,1
546,1,1,1980,7,-4,-4,4,0,0,4,-5,8,0,0,0,-4,1
547,1,1,1984,9,-4,0,4,0,0,2,0,5,0,0,0,-4,1
548,1,2,1984,13,2,-4,4,0,0,1,0,3,0,0,0,-4,1
549,0,1,1981,1,-4,-4,4,0,0,5,0,5,2,2,2,3,3
550,1,1,1984,15,-4,0,4,0,0,5,-5,-5,-5,-5,-5,-4,0
551,1,1,1981,13,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
552,0,1,1981,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
553,0,1,1983,1,-4,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
554,0,1,1981,3,-4,-4,4,-5,0,7,-5,1,1,0,1,-4,0
555,0,1,1984,4,-4,0,4,0,0,1,0,6,0,3,0,-4,1
556,0,2,1982,6,-4,-4,4,0,0,5,0,5,0,0,0,-4,1
557,1,2,1981,1,-4,-4,2,0,0,2,0,8,0,0,0,1,1
558,1,1,1982,1,-4,-4,4,0,0,5,0,5,0,2,0,1,3
559,0,2,1984,4,0,-4,4,0,0,1,-5,-5,-5,-5,-5,-4,0
560,1,2,1981,12,-4,-4,4,0,0,3,0,3,0,0,0,1,1
561,1,1,1984,12,-4,0,4,0,0,3,0,4,0,0,0,-4,1
562,1,2,1983,1,0,-4,2,0,0,2,-5,3,0,0,0,-4,1
563,0,1,1982,12,-4,-4,4,0,0,7,0,1,3,3,3,1,3
564,1,1,1983,3,-4,0,4,0,1,1,0,3,0,0,0,-4,1
565,0,1,1982,1,-4,-4,2,0,0,4,0,6,0,1,1,-4,1
566,1,2,1982,-4,-4,-4,2,0,0,5,0,3,0,0,0,-4,1
567,1,1,1980,1,-4,-4,4,-5,-5,-5,-5,3,0,1,0,-4,0
568,1,1,1981,1,-4,-4,4,1,0,5,0,3,0,0,0,-4,0
569,1,1,1981,6,-4,-4,4,0,-5,-5,-5,1,2,0,2,-4,0
570,1,2,1982,6,-4,-4,4,0,-5,-5,-5,2,0,0,0,-4,1
571,0,1,1980,1,-4,-4,4,0,0,7,0,3,0,2,0,-4,2
572,0,1,1983,1,-4,0,4,0,0,3,-5,-5,-5,-5,-5,-4,1
573,1,2,1981,1,-4,-4,2,0,0,4,0,1,0,0,0,-4,0
574,1,2,1983,1,1,-4,2,0,0,6,0,1,0,0,0,-4,0
575,0,1,1981,1,-4,-4,4,-5,0,5,-5,3,0,0,2,-4,0
576,1,1,1981,25,-4,-4,4,0,0,4,0,3,0,0,0,-4,0
577,1,1,1984,25,-4,0,4,0,0,6,0,4,0,1,0,-4,1
578,1,1,1982,1,-4,-4,4,0,0,7,0,3,1,3,0,-4,0
579,1,2,1980,4,-4,-4,4,0,0,5,0,5,0,0,0,-4,0
580,1,1,1983,4,-4,0,4,0,0,3,0,3,0,1,0,-4,1
581,1,1,1982,14,-4,-4,4,0,0,5,0,4,2,3,0,-4,1
582,1,2,1983,14,0,-4,4,0,0,5,0,-5,-5,-5,-5,-4,0
583,0,2,1981,1,-4,-4,4,1,-5,-5,0,3,0,0,0,1,3
584,1,2,1981,-4,-4,-4,4,1,0,4,0,5,1,1,1,-4,1
585,1,2,1983,-4,-4,-4,4,1,0,4,0,6,0,1,1,-4,1
586,0,1,1980,1,-4,-4,2,0,0,3,0,3,0,1,0,1,3
587,0,2,1983,1,0,-4,2,-5,0,5,0,4,0,2,0,1,1
588,0,1,1983,12,-4,0,4,0,0,2,-5,-5,-5,-5,-5,-4,0
589,0,1,1983,12,-4,0,4,0,0,-5,0,2,2,3,2,1,1
590,1,1,1983,2,-4,0,4,0,1,6,0,3,0,1,0,-4,0
591,0,2,1982,11,-4,-4,2,0,0,4,0,5,0,0,0,-4,1
592,0,2,1984,11,1,-4,2,0,0,4,0,3,0,0,0,-4,0
593,1,2,1981,1,-4,-4,2,-5,-5,-5,-5,3,0,3,3,-4,0
594,0,2,1980,2,-4,-4,1,0,0,1,0,1,1,0,1,-4,0
595,0,2,1981,2,-4,-4,1,0,1,1,0,3,0,0,0,-4,1
596,0,2,1981,2,-4,-4,4,-5,0,-5,-5,-5,-5,-5,-5,-4,0
597,0,2,1982,2,-4,-4,4,-5,-5,-5,0,5,3,3,3,1,3
598,1,1,1981,1,-4,-4,2,0,0,3,0,5,0,0,0,-4,1
599,0,2,1981,1,-4,-4,2,0,0,1,0,4,0,0,0,1,1
600,1,1,1984,-4,-4,-4,2,0,0,4,0,3,0,0,0,-4,2
601,0,2,1980,-4,-4,-4,2,0,0,3,0,3,0,2,2,-4,0
602,0,2,1982,-4,-4,-4,2,0,0,3,0,1,0,0,0,1,3
603,1,1,1984,1,-4,0,2,0,0,4,0,3,0,0,0,1,3
604,1,2,1981,1,-4,-4,2,0,0,3,0,3,0,3,0,1,3
605,0,2,1983,1,0,-4,2,0,0,2,0,2,0,0,0,-4,1
606,0,1,1980,11,-4,-4,4,0,0,7,0,-5,-5,-5,-5,-4,0
607,0,2,1982,11,-4,-4,4,0,0,5,-5,1,1,2,1,-4,0
608,0,1,1983,3,-4,1,4,1,0,2,0,3,0,0,0,-4,1
609,1,2,1982,8,-4,-4,4,0,0,-5,0,5,0,0,0,-4,1
610,1,2,1981,2,-4,-4,4,0,0,4,0,3,0,0,0,-4,1
611,1,1,1984,2,-4,0,4,0,0,-5,0,3,0,0,0,1,3
612,1,1,1984,3,-4,1,4,0,0,2,0,6,0,0,1,-4,0
613,1,1,1983,27,-4,0,4,0,0,2,0,3,1,1,1,-4,0
614,0,2,1980,2,-4,-4,2,1,0,3,0,-5,-5,-5,-5,-4,1
615,1,2,1982,1,0,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
616,1,1,1984,1,-4,0,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
617,0,2,1983,1,0,-4,2,0,0,1,0,3,0,1,0,1,1
618,1,1,1981,1,-4,-4,2,0,0,7,0,3,0,1,0,1,3
619,1,1,1983,1,-4,0,2,0,0,2,0,3,0,0,0,-4,0
620,0,1,1980,1,-4,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
621,1,1,1980,1,-4,-4,2,-5,-5,6,0,1,0,0,0,1,1
622,1,2,1981,1,-4,-4,2,0,0,-5,0,-5,-5,-5,-5,-4,1
623,1,1,1982,1,-4,-4,2,0,-5,-5,-5,3,0,1,0,-4,1
624,1,2,1980,1,-4,-4,2,0,0,3,0,3,1,0,2,1,3
625,1,1,1982,1,-4,-4,2,-5,0,5,0,1,0,0,0,1,3
626,0,2,1982,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,0
627,0,1,1982,13,-4,-4,4,0,0,1,0,4,0,1,0,-4,0
628,1,1,1982,1,-4,-4,4,0,-5,-5,0,5,0,0,0,-4,0
629,1,2,1984,1,0,-4,4,0,0,6,-5,3,0,0,0,1,1
630,0,1,1981,18,-4,-4,4,0,0,2,0,3,0,0,0,1,1
631,1,1,1981,12,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
632,1,2,1983,12,1,-4,4,-5,0,2,0,6,0,0,0,-4,0
633,1,2,1983,12,1,-4,4,1,0,2,0,6,0,2,0,-4,1
634,0,2,1980,8,-4,-4,4,-5,-5,-5,0,5,0,0,0,-4,1
635,0,2,1981,1,-4,-4,4,0,0,7,0,3,1,1,1,-4,1
636,1,1,1982,4,-4,-4,4,0,0,4,0,3,0,0,0,-4,0
637,1,2,1981,1,-4,-4,2,0,1,3,0,5,0,1,1,-4,1
638,1,1,1984,1,-4,0,4,0,0,2,0,5,0,1,0,-4,1
639,0,2,1981,1,-4,-4,4,0,-2,2,1,3,0,3,0,-4,1
640,1,1,1982,1,-4,-4,4,0,0,4,0,3,1,2,1,-4,0
641,1,2,1980,4,-4,-4,4,-5,0,7,0,5,0,2,1,-4,1
642,1,1,1980,5,-4,-4,4,1,0,4,0,6,0,1,0,1,1
643,1,1,1982,5,-4,-4,4,-5,0,4,0,5,0,0,0,-4,1
644,1,1,1981,21,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
645,1,1,1983,21,-4,0,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
646,0,1,1980,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
647,1,1,1984,1,-4,0,4,0,0,5,0,5,0,0,0,-4,0
648,1,1,1981,1,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
649,1,1,1982,1,-4,-4,4,0,0,3,0,6,0,0,0,-4,1
650,1,2,1984,1,1,-4,4,0,0,3,0,5,0,0,0,-4,1
651,1,2,1982,21,-4,-4,4,0,0,5,-5,3,1,2,2,1,1
652,1,2,1983,21,1,-4,4,0,0,3,0,3,0,0,0,-4,1
653,1,1,1983,1,-4,0,4,0,0,2,0,3,0,0,0,1,3
654,1,2,1980,1,-4,-4,4,0,0,2,0,-5,-5,-5,-5,-4,0
655,1,2,1981,4,-4,-4,4,0,1,7,0,-5,-5,-5,-5,-4,0
656,0,1,1982,1,-4,-4,2,0,0,2,0,-5,-5,-5,-5,-4,0
657,1,1,1981,-4,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
658,1,2,1984,-4,-4,-4,2,0,0,2,0,3,0,2,0,-4,1
